DistrictofResidenceEntityName,DistrictofResidenceEntityID,SchoolEntityName,SchoolEntityID,SchoolCTDS,PS,KG,1,2,3,4,5,6,7,8,9,10,11,12,Total,
Lake Havasu Unified District,4368,,,           _,93,342,394,387,396,415,385,400,478,455,420,451,433,459,5508,
Lake Havasu Unified District,4368,Havasupai Elementary School,5561,080201103,*,54,55,56,47,53,59,56,*,*,*,*,*,*,380,
Lake Havasu Unified District,4368,Jamaica Elementary School,78979,080201109,*,65,74,81,80,92,73,80,*,*,*,*,*,*,545,
Lake Havasu Unified District,4368,Lake Havasu High School,5565,080201207,*,*,*,*,*,*,*,*,*,*,*,451,433,459,1763,
Lake Havasu Unified District,4368,Nautilus Elementary School,5563,080201105,*,44,61,50,56,47,47,51,*,*,*,*,*,*,356,
Lake Havasu Unified District,4368,Oro Grande Elementary School,5564,080201106,*,46,52,56,46,55,55,53,*,*,*,*,*,*,363,
Lake Havasu Unified District,4368,Smoketree Elementary School,5559,080201101,93,68,66,68,57,71,64,66,*,*,*,*,*,*,553,
Lake Havasu Unified District,4368,Starline Elementary School,5562,080201104,*,65,86,76,110,97,87,94,*,*,*,*,*,*,615,
Lake Havasu Unified District,4368,Thunderbolt Middle School,5560,080201102,*,*,*,*,*,*,*,*,478,*,*,*,*,*,933,
Laveen Elementary District,4276,,,           _,91,699,738,768,777,742,748,790,721,757,*,*,*,*,6831,
Laveen Elementary District,4276,ACCEL Metro Campus,7356,072164001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Laveen Elementary District,4276,ACES-Phoenix West,90771,072190003,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Laveen Elementary District,4276,Cheatham Elementary School,84305,070459104,*,78,82,95,84,92,98,85,74,87,*,*,*,*,775,
Laveen Elementary District,4276,Desert Meadows Elementary School,89266,070459106,*,64,72,74,83,72,78,97,85,90,*,*,*,*,715,
Laveen Elementary District,4276,Laveen Elementary School,5356,070459101,91,48,79,73,67,58,83,92,75,72,*,*,*,*,738,
Laveen Elementary District,4276,Maurice C. Cash Elementary School,5357,070459102,*,92,109,126,117,110,106,90,104,88,*,*,*,*,942,
Laveen Elementary District,4276,Paseo Pointe School,756942,070459108,*,141,92,78,111,79,89,97,86,95,*,*,*,*,868,
Laveen Elementary District,4276,Rogers Ranch School,91310,070459107,*,109,122,118,118,125,110,113,103,114,*,*,*,*,1032,
Laveen Elementary District,4276,Southwest Education Center-Tolleson,91270,072146005,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Laveen Elementary District,4276,St. Martin,80655,072609004,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Laveen Elementary District,4276,Trailside Point Elementary,88421,070459105,*,79,90,107,102,107,93,128,104,114,*,*,*,*,924,
Laveen Elementary District,4276,Vista del Sur Accelerated,5358,070459103,*,88,92,95,94,97,89,86,86,94,*,*,*,*,821,
Leading Edge Academy Maricopa,90637,,,           _,*,108,81,66,85,79,77,71,63,43,*,*,*,*,673,
Leading Edge Academy Maricopa,90637,Leading Edge Academy Maricopa,90638,118708001,*,108,81,66,85,79,77,71,63,43,*,*,*,*,673,
Legacy Education Group,87349,,,           _,*,*,*,*,*,*,*,*,*,*,14,25,33,73,145,
Legacy Education Group,87349,East Valley High School,87350,078507201,*,*,*,*,*,*,*,*,*,*,14,25,33,73,145,
Legacy Traditional Charter School,92610,,,           _,*,120,146,152,143,161,112,110,84,64,*,*,*,*,1092,
Legacy Traditional Charter School,92610,Legacy Traditional School - Queen Creek,90534,118715001,*,120,146,152,143,161,112,110,84,64,*,*,*,*,1092,
Legacy Traditional Charter School - Laveen Village,91763,,,           _,*,88,120,125,128,124,94,95,88,76,*,*,*,*,938,
Legacy Traditional Charter School - Laveen Village,91763,ACES-Peoria,7408,072190001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Legacy Traditional Charter School - Laveen Village,91763,Legacy Traditional Charter School - Laveen Village,91764,078215001,*,88,120,125,128,124,94,95,88,76,*,*,*,*,938,
Legacy Traditional Charter School - Maricopa,88360,,,           _,*,123,146,152,160,136,150,117,103,96,*,*,*,*,1183,
Legacy Traditional Charter School - Maricopa,88360,Legacy Traditional School - Maricopa,88361,078518101,*,123,146,152,160,136,150,117,103,96,*,*,*,*,1183,
Legacy Traditional Charter Schools - Casa Grande,92199,,,           _,*,136,157,147,143,147,134,121,103,89,*,*,*,*,1177,
Legacy Traditional Charter Schools - Casa Grande,92199,Legacy Traditional School - Casa Grande,90366,078245001,*,136,157,147,143,147,134,121,103,89,*,*,*,*,1177,
Legacy Traditional School - Avondale,91135,,,           _,*,151,157,158,156,156,156,156,112,98,*,*,*,*,1300,
Legacy Traditional School - Avondale,91135,Legacy Traditional School - Avondale,91136,118712001,*,151,157,158,156,156,156,156,112,98,*,*,*,*,1300,
Legacy Traditional School - Gilbert,92047,,,           _,*,147,159,157,137,124,133,125,86,80,*,*,*,*,1148,
Legacy Traditional School - Gilbert,92047,Legacy Traditional Charter School - Gilbert,92048,078229001,*,147,159,157,137,124,133,125,86,80,*,*,*,*,1148,
Legacy Traditional School - Glendale,850100,,,           _,*,120,119,115,134,140,90,89,89,55,*,*,*,*,951,
Legacy Traditional School - Glendale,850100,ACES-Peoria,7408,072190001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Legacy Traditional School - Glendale,850100,Legacy Traditional School – Glendale,229646,078408001,*,120,119,115,134,140,90,89,89,55,*,*,*,*,951,
Legacy Traditional School - North Chandler,850101,,,           _,*,66,62,58,45,67,57,36,33,20,*,*,*,*,444,
Legacy Traditional School - North Chandler,850101,Legacy Traditional School – North Chandler,411380,078409001,*,66,62,58,45,67,57,36,33,20,*,*,*,*,444,
Legacy Traditional School - North Chandler,850101,"LifeShare Educational Resources: Main Campus (Gilbert, AZ)",78996,072196001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Legacy Traditional School - Northwest Tucson,91137,,,           _,*,146,152,150,149,144,140,134,138,104,*,*,*,*,1257,
Legacy Traditional School - Northwest Tucson,91137,Legacy Traditional School - Northwest Tucson,91138,118713001,*,146,152,150,149,144,140,134,138,104,*,*,*,*,1257,
Legacy Traditional School - Peoria,850099,,,           _,*,62,45,32,21,29,*,*,*,*,*,*,*,*,212,
Legacy Traditional School - Peoria,850099,Legacy Traditional School – Peoria,70018,078407001,*,62,45,32,21,29,*,*,*,*,*,*,*,*,212,
Legacy Traditional School - Surprise,92879,,,           _,*,161,165,162,165,166,167,159,110,94,*,*,*,*,1349,
Legacy Traditional School - Surprise,92879,Legacy Traditional School - Surprise,92880,078274001,*,161,165,162,165,166,167,159,110,94,*,*,*,*,1349,
"Leman Academy of Excellence, Inc.",92730,,,           _,*,137,142,144,144,125,107,89,88,*,*,*,*,*,976,
"Leman Academy of Excellence, Inc.",92730,Leman Academy of Excellence,92731,108738001,*,137,142,144,144,125,107,89,88,*,*,*,*,*,976,
Liberty Elementary District,4266,,,           _,24,289,340,376,396,391,361,407,423,398,*,*,*,*,3405,
Liberty Elementary District,4266,ACCEL Metro Campus,7356,072164001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Liberty Elementary District,4266,ACES-Phoenix West,90771,072190003,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Liberty Elementary District,4266,AZ Aspire Academy - Goodyear,648314,072142002,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Liberty Elementary District,4266,Desert Choice School Learning Center Buckeye,91214,072112004,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Liberty Elementary District,4266,Estrella Mountain Elementary School,5295,070425102,*,34,34,56,55,55,55,66,61,64,*,*,*,*,480,
Liberty Elementary District,4266,FOUNDATION FOR BLIND CHILDREN,7335,072140001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Liberty Elementary District,4266,Freedom Elementary School,87475,070425105,*,57,57,86,78,78,77,92,87,96,*,*,*,*,708,
Liberty Elementary District,4266,Las Brisas Academy,92706,070425106,*,63,70,46,43,48,45,43,41,*,*,*,*,*,399,
Liberty Elementary District,4266,Liberty Elementary School,5294,070425101,24,37,58,48,53,69,59,46,52,81,*,*,*,*,527,
Liberty Elementary District,4266,Rainbow Valley Elementary School,79652,070425103,*,48,51,67,86,63,48,68,70,69,*,*,*,*,570,
Liberty Elementary District,4266,Westar Elementary School,79846,070425104,*,50,70,72,80,78,76,89,111,86,*,*,*,*,712,
Liberty High School,4216,,,           _,*,*,*,*,*,*,*,*,*,*,11,11,17,28,79,
Liberty High School,4216,Liberty High School,4878,048750201,*,*,*,*,*,*,*,*,*,*,11,11,17,28,79,
Liberty Traditional Charter School,10968,,,           _,*,57,50,60,64,60,75,66,59,42,*,*,*,*,533,
Liberty Traditional Charter School,10968,Liberty Traditional Charter School,78811,078784101,*,33,24,33,37,36,45,40,34,40,*,*,*,*,322,
Liberty Traditional Charter School,10968,Liberty Traditional Charter School - Saddleback,91204,078784104,*,24,26,27,27,*,30,26,25,*,*,*,*,*,211,
"Life Skills Center of Arizona, Inc.",80299,,,           _,*,*,*,*,*,*,*,*,*,*,*,*,36,103,152,
"Life Skills Center of Arizona, Inc.",80299,Life Skills Center of Arizona,80300,078980201,*,*,*,*,*,*,*,*,*,*,*,*,36,103,152,
"Lifelong Learning Research Institute, Inc.",79926,,,           _,*,*,*,*,*,*,*,*,*,*,*,*,*,*,12,
"Lifelong Learning Research Institute, Inc.",79926,Lifelong Learning Academy,79927,108708001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,12,
"Lifelong Learning Research Institute, Inc.",90754,,,           _,*,*,*,*,*,*,*,*,*,*,*,*,*,*,31,
"Lifelong Learning Research Institute, Inc.",90754,Jack Thoman Air and Space Academy and Performing Arts Studio,90755,108908001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,31,
Lincoln Preparatory Academy,92657,,,           _,*,*,*,*,*,*,*,98,92,63,26,*,*,*,279,
Lincoln Preparatory Academy,92657,ACES-Tempe,87058,072190002,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Lincoln Preparatory Academy,92657,Great Hearts Academies - Lincoln Prep,92732,078235001,*,*,*,*,*,*,*,98,92,63,26,*,*,*,279,
Litchfield Elementary District,4281,,,           _,380,1051,1114,1181,1247,1343,1337,1321,1305,1360,*,*,*,*,11639,
Litchfield Elementary District,4281,ACCEL Metro Campus,7356,072164001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Litchfield Elementary District,4281,Barbara B. Robey Elementary School,87522,070479111,32,103,120,136,118,133,129,*,*,*,*,*,*,*,771,
Litchfield Elementary District,4281,Corte Sierra Elementary School,80054,070479108,18,124,118,123,138,144,166,*,*,*,*,*,*,*,831,
Litchfield Elementary District,4281,DESERT VOICES ORAL LEARNING CE,7302,072105001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Litchfield Elementary District,4281,Dreaming Summit Elementary,85843,070479109,34,103,91,115,142,130,148,*,*,*,*,*,*,*,763,
Litchfield Elementary District,4281,"Herzberg Educational Services, dba The Jones-Gordon School",92298,072129001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Litchfield Elementary District,4281,L. Thomas Heck Middle School,90385,070479112,*,*,*,*,*,*,*,271,*,264,*,*,*,*,790,
Litchfield Elementary District,4281,Litchfield Elementary School,5393,070479101,*,151,139,144,175,150,148,*,*,*,*,*,*,*,986,
Litchfield Elementary District,4281,Mabel Padgett Elementary School,90550,070479114,26,97,129,120,133,163,165,*,*,*,*,*,*,*,833,
Litchfield Elementary District,4281,Palm Valley Elementary,5396,070479104,*,118,125,143,144,152,142,*,*,*,*,*,*,*,847,
Litchfield Elementary District,4281,Pathways School,92254,072132001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Litchfield Elementary District,4281,Rancho Santa Fe Elementary School,78925,070479105,55,85,108,103,92,124,112,*,*,*,*,*,*,*,679,
Litchfield Elementary District,4281,Scott L Libby Elementary School,5394,070479102,18,84,90,105,103,108,122,*,*,*,*,*,*,*,630,
Litchfield Elementary District,4281,Verrado Elementary School,89586,070479113,71,103,106,107,116,121,112,*,*,*,*,*,*,*,736,
Litchfield Elementary District,4281,Verrado Heritage Elementary School,92878,070479115,25,81,88,84,84,114,85,115,130,103,*,*,*,*,909,
Litchfield Elementary District,4281,Verrado Middle School,85844,070479110,*,*,*,*,*,*,*,256,263,291,*,*,*,*,810,
Litchfield Elementary District,4281,Western Sky Middle School,5395,070479103,*,*,*,*,*,*,*,342,318,345,*,*,*,*,1005,
Litchfield Elementary District,4281,White Tanks Learning Center,79220,070479106,*,*,*,*,*,*,*,*,*,*,*,*,*,*,26,
Litchfield Elementary District,4281,Wigwam Creek Middle School,79221,070479107,*,*,*,*,*,*,*,*,335,351,*,*,*,*,1019,
Little Lamb Community School,79050,,,           _,*,38,49,50,31,39,34,21,*,*,*,*,*,*,262,
Little Lamb Community School,79050,Mission Montessori Academy,79126,078997101,*,38,49,50,31,39,34,21,*,*,*,*,*,*,262,
Littlefield Unified District,4374,,,           _,21,17,34,23,28,28,20,35,29,20,35,35,34,28,387,
Littlefield Unified District,4374,Beaver Dam Elementary,5579,080209001,21,17,34,23,28,28,20,35,*,*,*,*,*,*,206,
Littlefield Unified District,4374,Beaver Dam High School,85821,080209201,*,*,*,*,*,*,*,*,29,20,35,35,34,28,181,
Littleton Elementary District,4278,,,           _,103,536,596,573,655,633,663,650,660,607,*,*,*,*,5676,
Littleton Elementary District,4278,ACES-Phoenix West,90771,072190003,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Littleton Elementary District,4278,Collier Elementary School,79618,070465104,*,93,98,95,119,96,108,103,115,111,*,*,*,*,938,
Littleton Elementary District,4278,Country Place Elementary,87476,070465106,*,94,90,96,103,105,105,110,110,106,*,*,*,*,919,
Littleton Elementary District,4278,Estrella Vista Elementary School,89608,070465107,*,95,95,116,104,119,106,111,112,112,*,*,*,*,970,
Littleton Elementary District,4278,Fine Arts Academy,530879,070465109,*,48,48,52,78,68,74,56,57,*,*,*,*,*,481,
Littleton Elementary District,4278,GOMPERS CENTER FOR THE HANDICA,7318,072120001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Littleton Elementary District,4278,Littleton Elementary School,5360,070465101,103,51,80,49,75,57,70,62,65,68,*,*,*,*,680,
Littleton Elementary District,4278,Quentin Elementary School,85852,070465105,*,72,93,74,98,80,104,96,110,96,*,*,*,*,823,
Littleton Elementary District,4278,Southwest Education Center-Tolleson,91270,072146005,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Littleton Elementary District,4278,Tres Rios Elementary School,89924,070465108,*,83,90,89,78,107,95,108,89,113,*,*,*,*,852,
MCCCD on behalf of Phoenix College Preparatory Academy,81174,,,           _,*,*,*,*,*,*,*,*,*,*,45,*,37,*,125,
MCCCD on behalf of Phoenix College Preparatory Academy,81174,Canyon State Academy,79303,072107001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
MCCCD on behalf of Phoenix College Preparatory Academy,81174,Phoenix College Preparatory Academy,81175,078743201,*,*,*,*,*,*,*,*,*,*,45,*,37,*,124,
Madison Elementary District,4270,,,           _,241,602,665,663,676,699,668,602,607,642,*,*,*,*,6065,
Madison Elementary District,4270,ACES-Peoria,7408,072190001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Madison Elementary District,4270,Chrysalis Academy,81206,072147101,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Madison Elementary District,4270,Desert Heights Academy,90051,072113001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Madison Elementary District,4270,Madison #1 Elementary School,5324,070438110,*,*,*,*,*,*,295,223,231,236,*,*,*,*,985,
Madison Elementary District,4270,Madison Camelview Elementary,5325,070438120,25,121,135,122,147,130,*,*,*,*,*,*,*,*,680,
Madison Elementary District,4270,Madison Heights Elementary School,5330,070438180,95,76,102,108,82,109,*,*,*,*,*,*,*,*,572,
Madison Elementary District,4270,Madison Meadows School,5329,070438160,*,*,*,*,*,*,195,206,196,205,*,*,*,*,802,
Madison Elementary District,4270,Madison Park Ii School,8875,072630005,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Madison Elementary District,4270,Madison Park School,5328,070438150,*,*,*,*,*,*,84,80,84,107,*,*,*,*,355,
Madison Elementary District,4270,Madison Richard Simis School,5326,070438130,81,170,173,190,210,207,*,*,*,*,*,*,*,*,1031,
Madison Elementary District,4270,Madison Rose Lane School,5327,070438140,38,157,169,156,145,162,*,*,*,*,*,*,*,*,827,
Madison Elementary District,4270,Madison Traditional Academy,89622,070438111,*,*,86,87,91,91,94,92,95,92,*,*,*,*,806,
Madison Elementary District,4270,New Way Learning Academy,7304,072108001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Madison Highland Prep,91935,,,           _,*,*,*,*,*,*,*,*,*,*,140,131,82,15,368,
Madison Highland Prep,91935,Madison Highland Prep,92605,078219001,*,*,*,*,*,*,*,*,*,*,140,131,82,15,368,
Maine Consolidated School District,4199,,,           _,14,16,13,16,14,11,16,12,*,*,*,*,*,*,150,
Maine Consolidated School District,4199,Flagstaff High School,4819,030201281,*,*,*,*,*,*,*,*,*,*,*,*,*,*,20,
Maine Consolidated School District,4199,Maine Consolidated School,4839,030310101,14,16,13,16,14,11,16,12,*,*,*,*,*,*,130,
Maine Consolidated School District,4199,Summit High School,4803,030201066,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Mammoth-San Manuel Unified District,4439,,,           _,74,43,43,55,52,60,57,50,52,55,40,58,57,65,761,
Mammoth-San Manuel Unified District,4439,First Avenue Elementary School,5902,110208107,61,25,33,46,41,48,47,40,*,*,*,*,*,*,341,
Mammoth-San Manuel Unified District,4439,Mammoth Elementary School,5901,110208106,13,18,*,*,11,12,*,*,*,*,*,*,*,*,93,
Mammoth-San Manuel Unified District,4439,San Manual Jr. High School,5903,110208166,*,*,*,*,*,*,*,*,52,55,*,*,*,*,107,
Mammoth-San Manuel Unified District,4439,San Manuel High School,5904,110208281,*,*,*,*,*,*,*,*,*,*,40,58,57,65,220,
Marana Unified District,4404,,,           _,83,768,792,853,907,926,875,886,919,972,1052,1012,1020,987,12052,
Marana Unified District,4404,A. C. E.,5768,100206038,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Marana Unified District,4404,Butterfield Elementary School,5772,100206114,*,63,65,*,67,76,74,64,*,*,*,*,*,*,467,
Marana Unified District,4404,Coyote Trail Elementary School,5777,100206119,*,64,*,80,67,87,79,58,*,*,*,*,*,*,491,
Marana Unified District,4404,Degrazia Elementary School,5769,100206111,*,54,67,61,81,63,76,91,*,*,*,*,*,*,493,
Marana Unified District,4404,Gladden Farms Elementary,713837,100206123,*,84,*,69,67,72,83,58,*,*,*,*,*,*,491,
Marana Unified District,4404,Ironwood Elementary School,5775,100206117,*,74,87,95,96,112,99,99,*,*,*,*,*,*,662,
Marana Unified District,4404,MCAT High School,6279,100206045,*,*,*,*,*,*,*,*,*,*,*,*,*,70,87,
Marana Unified District,4404,Marana Distance Learning,87083,100206050,*,*,*,*,*,*,*,*,*,*,*,*,*,19,53,
Marana Unified District,4404,Marana High School,5781,100206240,*,*,*,*,*,*,*,*,*,*,554,514,508,461,2037,
Marana Unified District,4404,Marana Middle School,5779,100206130,*,*,*,*,*,*,*,*,538,545,*,*,*,*,1083,
Marana Unified District,4404,Marjorie W Estes Elementary School,5770,100206112,83,76,70,74,93,78,66,90,*,*,*,*,*,*,630,
Marana Unified District,4404,Mountain View High School,5782,100206241,*,*,*,*,*,*,*,*,*,*,491,485,485,434,1895,
Marana Unified District,4404,Oasis Behavioral Health,79244,072106001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Marana Unified District,4404,Picture Rocks Elementary,5774,100206116,*,*,90,78,93,98,79,90,*,*,*,*,*,*,604,
Marana Unified District,4404,Quail Run Elementary School,5776,100206118,*,70,73,77,76,82,74,*,*,*,*,*,*,*,517,
Marana Unified District,4404,Rattlesnake Ridge Elementary,89585,100206122,*,*,60,65,87,90,71,72,*,*,*,*,*,*,500,
Marana Unified District,4404,Rillito Center,5803,100210125,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Marana Unified District,4404,Roadrunner Elementary School,5773,100206115,*,*,59,55,56,58,56,71,*,*,*,*,*,*,393,
Marana Unified District,4404,Sycamore Canyon Ctr for Youth,89565,072107002,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Marana Unified District,4404,Thornydale Elementary School,5771,100206113,*,47,41,47,42,*,47,48,*,*,*,*,*,*,309,
Marana Unified District,4404,Tortolita Middle School,5780,100206131,*,*,*,*,*,*,*,*,375,420,*,*,*,*,795,
Marana Unified District,4404,Twin Peaks Elementary School,79445,100206121,*,67,*,93,81,72,71,79,*,*,*,*,*,*,529,
Marana Unified District,4404,YOUTH DEVELOPMENT INSTITUTE,7352,072155001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Maricopa County Community College District dba Gateway Early College High School,4314,,,           _,*,*,*,*,*,*,*,*,*,*,71,71,58,54,254,
Maricopa County Community College District dba Gateway Early College High School,4314,Gateway Early College High School,5480,078647201,*,*,*,*,*,*,*,*,*,*,71,71,58,54,254,
Maricopa County Regional District,4234,,,           _,*,*,*,*,*,*,*,*,*,29,311,58,35,41,485,
Maricopa County Regional District,4234,Durango Transitional Learning Center,6823,070199006,*,*,*,*,*,*,*,*,*,*,13,11,14,15,58,
Maricopa County Regional District,4234,Hope College and Career Readiness Academy,969999,078281001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Maricopa County Regional District,4234,Mesa Transitional Learning Center,6822,070199005,*,*,*,*,*,*,*,*,*,*,*,19,21,19,73,
Maricopa County Regional District,4234,Southwest Key Transitional Learning Center,90797,070199257,*,*,*,*,*,*,*,*,*,18,292,26,*,*,345,
Maricopa County Regional District,4234,Tumbleweed Transitional Learning Center,80410,070199255,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Maricopa County Sheriffs Office,79540,,,           _,*,*,*,*,*,*,*,*,*,*,*,*,13,12,35,
Maricopa County Sheriffs Office,79540,Jail-Maricopa County Sheriffs Office,79559,076008001,*,*,*,*,*,*,*,*,*,*,*,*,13,12,35,
Maricopa Unified School District,4441,,,           _,104,454,463,502,504,539,489,501,494,497,560,570,477,482,6636,
Maricopa Unified School District,4441,ACCEL East Campus,7360,072164005,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Maricopa Unified School District,4441,ACES-Tempe,87058,072190002,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Maricopa Unified School District,4441,Autism Academy of Education and Development,91919,072128001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Maricopa Unified School District,4441,Butterfield Elementary School,89910,110220108,*,103,*,118,115,119,104,109,*,*,*,*,*,*,768,
Maricopa Unified School District,4441,CARD Academy Chandler,539264,072139002,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Maricopa Unified School District,4441,Desert Wind Middle School,89911,110220134,*,*,*,*,*,*,*,42,203,220,*,*,*,*,465,
Maricopa Unified School District,4441,Maricopa Elementary School,5908,110220101,*,*,94,105,108,111,100,103,*,*,*,*,*,*,711,
Maricopa Unified School District,4441,Maricopa High School,5910,110220202,*,*,*,*,*,*,*,*,*,*,560,570,474,482,2086,
Maricopa Unified School District,4441,Maricopa Wells Middle School,5909,110220133,*,*,*,*,*,*,*,32,290,274,*,*,*,*,596,
Maricopa Unified School District,4441,Pima Butte Elementary School,87479,110220105,*,73,75,87,66,91,84,*,*,*,*,*,*,*,530,
Maricopa Unified School District,4441,Saddleback Elementary School,89909,110220109,103,77,74,87,87,71,66,60,*,*,*,*,*,*,625,
Maricopa Unified School District,4441,Santa Cruz Elementary School,88405,110220106,*,60,63,62,65,82,75,*,*,*,*,*,*,*,459,
Maricopa Unified School District,4441,Santa Rosa Elementary School,81058,110220104,*,52,57,*,60,63,60,48,*,*,*,*,*,*,382,
Maricopa Unified School District,4441,Southwest Education Center - Casa Grande,7349,072146002,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Mary C O'Brien Accommodation District,4435,,,           _,*,16,16,18,16,22,15,14,*,*,*,*,20,47,202,
Mary C O'Brien Accommodation District,4435,Mary C  O'Brien Elementary School,5893,110100001,*,16,16,18,16,22,15,14,*,*,*,*,*,*,117,
Mary C O'Brien Accommodation District,4435,Villa Oasis Interscholastic Center For Education (voice),6067,110100003,*,*,*,*,*,*,*,*,*,*,*,*,20,47,85,
Mary Ellen Halvorson Educational Foundation. dba: Tri-City Prep High School,10965,,,           _,*,*,*,*,*,*,*,*,*,*,62,52,51,59,224,
Mary Ellen Halvorson Educational Foundation. dba: Tri-City Prep High School,10965,Tri-City College Prep High School,78821,138757201,*,*,*,*,*,*,*,*,*,*,62,52,51,59,224,
Maryvale Preparatory Academy,90861,,,           _,*,53,60,59,59,60,60,52,47,*,*,*,*,*,450,
Maryvale Preparatory Academy,90861,Desert Heights Academy,90051,072113001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Maryvale Preparatory Academy,90861,Great Hearts Academies - Maryvale Prep,91781,078592001,*,53,60,59,59,60,60,52,47,*,*,*,*,*,450,
"Masada Charter School, Inc.",79499,,,           _,*,49,53,55,66,47,50,56,40,51,54,*,*,*,521,
"Masada Charter School, Inc.",79499,Masada Charter School,79511,088759101,*,49,53,55,66,47,50,56,40,51,54,*,*,*,521,
"Math and Science Success Academy, Inc.",89852,,,           _,*,55,58,68,60,63,45,44,37,40,*,*,*,*,470,
"Math and Science Success Academy, Inc.",89852,Math and Science Success Academy,89853,108798101,*,55,58,68,60,63,45,44,37,40,*,*,*,*,470,
Mayer Unified School District,4473,,,           _,*,*,36,37,52,43,38,31,33,38,36,57,50,44,528,
Mayer Unified School District,4473,Mayer Elementary School,6107,130243101,*,*,36,37,52,43,38,31,33,38,*,*,*,*,341,
Mayer Unified School District,4473,Mayer High School,6106,130243203,*,*,*,*,*,*,*,*,*,*,36,57,50,44,187,
McNeal Elementary District,4181,,,           _,*,*,*,*,*,*,*,11,*,*,*,*,*,*,81,
McNeal Elementary District,4181,Mcneal Elementary School,4790,020355001,*,*,*,*,*,*,*,11,*,*,*,*,*,*,61,
McNeal Elementary District,4181,Valley Union High School,4800,020522201,*,*,*,*,*,*,*,*,*,*,*,*,*,*,20,
Mcnary Elementary District,4163,,,           _,*,13,15,19,18,13,15,*,12,16,*,*,*,*,164,
Mcnary Elementary District,4163,Blue Ridge High School,5648,090232204,*,*,*,*,*,*,*,*,*,*,*,*,*,*,34,
Mcnary Elementary District,4163,Mcnary Elementary School,4745,010323101,*,13,15,19,18,13,15,*,*,16,*,*,*,*,130,
Mesa Unified District,4235,,,           _,1443,4395,4614,4798,4966,5039,4935,4913,4813,4959,4949,4914,4592,4449,63779,
Mesa Unified District,4235,ACCEL East Campus,7360,072164005,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Mesa Unified District,4235,ACES-Tempe,87058,072190002,*,*,*,*,*,*,*,*,*,*,*,*,*,*,25,
Mesa Unified District,4235,ARRA - EHS Care Partnership,90457,072631107,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Mesa Unified District,4235,AZ Aspire Academy,92933,072142001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Mesa Unified District,4235,Adams Elementary School,4913,070204101,35,102,106,104,101,93,101,86,*,*,*,*,*,*,728,
Mesa Unified District,4235,"Brightmont Academy, Chandler Campus",91927,072124002,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Mesa Unified District,4235,Brinton Elementary,79490,070204156,*,69,75,79,82,79,84,83,*,*,*,*,*,*,551,
